checking_account_status,duration,credit_history,purpose,credit_amount,savings,present_employment,installment_rate,personal,other_debtors,present_residence,property,age,other_installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,customer_type
No Checking Account,18,Critical Account/Other Credit Existing(Not this bank),Radio/TV,2238,<100,1 to 4,2,Female (Div/Sep/Married),none,1,car or other,25,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,18,Existing Credits Paid Back,Radio/TV,1126,Unknown/ No Saving Ac,<1,4,Female (Div/Sep/Married),none,2,Real Estate,21,none,Rent,1,SkilledEmployee/Official,1,Yes,Yes,Good
0 - 20 DM,18,Critical Account/Other Credit Existing(Not this bank),Furniture/Equipment,7374,<100,unemployed,4,Male (Single),none,4,Society Saving/ Life Insurance,40,Stores,Own,2,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
0 - 20 DM,15,Critical Account/Other Credit Existing(Not this bank),Business,2326,500 - 1000,1 to 4,2,Male (Single),none,4,car or other,27,Bank,Own,1,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,9,Existing Credits Paid Back,Business,1449,<100,4 to 7,3,Female (Div/Sep/Married),none,2,car or other,27,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,18,Existing Credits Paid Back,New Car,1820,<100,1 to 4,2,Male (Married/Widowed),none,2,Society Saving/ Life Insurance,30,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
0 - 20 DM,12,Existing Credits Paid Back,Furniture/Equipment,983,>=1000,<1,1,Female (Div/Sep/Married),none,4,Real Estate,19,none,Rent,1,Unskilled Resident,1,None,Yes,Good
< 0 DM,36,Existing Credits Paid Back,New Car,3249,<100,4 to 7,2,Male (Single),none,4,Unknown/ No property,39,Bank,For Free,1,Mgmt/Self-Emp/Qual-Emp/Officer,2,Yes,Yes,Good
< 0 DM,6,Critical Account/Other Credit Existing(Not this bank),Radio/TV,1957,<100,4 to 7,1,Female (Div/Sep/Married),none,4,car or other,31,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,9,Critical Account/Other Credit Existing(Not this bank),Furniture/Equipment,2406,<100,unemployed,2,Male (Single),none,3,car or other,31,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,None,Yes,Good
0 - 20 DM,39,Delay in Payment in past,Education,11760,100 - 500,4 to 7,2,Male (Single),none,3,Unknown/ No property,32,none,Rent,1,SkilledEmployee/Official,1,Yes,Yes,Good
< 0 DM,12,Existing Credits Paid Back,Furniture/Equipment,2578,<100,unemployed,3,Female (Div/Sep/Married),none,4,Unknown/ No property,55,none,For Free,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,None,Yes,Good
< 0 DM,36,Critical Account/Other Credit Existing(Not this bank),Furniture/Equipment,2348,<100,1 to 4,3,Male (Married/Widowed),none,2,Society Saving/ Life Insurance,46,none,Own,2,SkilledEmployee/Official,1,Yes,Yes,Good
0 - 20 DM,12,Existing Credits Paid Back,New Car,1223,<100,>=7,1,Male (Div/Sep/Married),none,1,Real Estate,46,none,Rent,2,SkilledEmployee/Official,1,None,Yes,Bad
No Checking Account,24,Critical Account/Other Credit Existing(Not this bank),Radio/TV,1516,>=1000,1 to 4,4,Female (Div/Sep/Married),none,1,Real Estate,43,none,Own,2,Unskilled Resident,1,None,Yes,Good
No Checking Account,18,Existing Credits Paid Back,Radio/TV,1473,<100,<1,3,Male (Married/Widowed),none,4,Real Estate,39,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
0 - 20 DM,18,Critical Account/Other Credit Existing(Not this bank),Business,1887,Unknown/ No Saving Ac,1 to 4,4,Male (Married/Widowed),none,4,Real Estate,28,Bank,Own,2,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,24,Delay in Payment in past,Business,8648,<100,<1,2,Male (Single),none,2,car or other,27,Bank,Own,2,SkilledEmployee/Official,1,Yes,Yes,Bad
No Checking Account,14,Delay in Payment in past,New Car,802,<100,1 to 4,4,Male (Single),none,2,car or other,27,none,Own,2,Unskilled Resident,1,None,Yes,Good
0 - 20 DM,18,Delay in Payment in past,New Car,2899,Unknown/ No Saving Ac,>=7,4,Male (Single),none,4,car or other,43,none,Own,1,SkilledEmployee/Official,2,None,Yes,Good
0 - 20 DM,24,Existing Credits Paid Back,Radio/TV,2039,<100,<1,1,Male (Married/Widowed),none,1,Society Saving/ Life Insurance,22,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Bad
No Checking Account,24,Critical Account/Other Credit Existing(Not this bank),Used Car,2197,Unknown/ No Saving Ac,4 to 7,4,Male (Single),none,4,car or other,43,none,Own,2,SkilledEmployee/Official,2,Yes,Yes,Good
< 0 DM,15,Existing Credits Paid Back,Radio/TV,1053,<100,<1,4,Male (Married/Widowed),none,2,Real Estate,27,none,Own,1,SkilledEmployee/Official,1,None,No,Good
No Checking Account,24,Existing Credits Paid Back,Radio/TV,3235,500 - 1000,>=7,3,Male (Div/Sep/Married),none,2,car or other,26,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
>= 200 DM,12,Critical Account/Other Credit Existing(Not this bank),New Car,939,500 - 1000,4 to 7,4,Male (Married/Widowed),none,2,Real Estate,28,none,Own,3,SkilledEmployee/Official,1,Yes,Yes,Bad
0 - 20 DM,24,Existing Credits Paid Back,Radio/TV,1967,<100,>=7,4,Female (Div/Sep/Married),none,4,car or other,20,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
No Checking Account,33,Critical Account/Other Credit Existing(Not this bank),Used Car,7253,<100,4 to 7,3,Male (Single),none,2,car or other,35,none,Own,2,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
No Checking Account,12,Critical Account/Other Credit Existing(Not this bank),Business,2292,<100,unemployed,4,Male (Single),none,2,car or other,42,Stores,Own,2,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Bad
No Checking Account,10,Existing Credits Paid Back,New Car,1597,500 - 1000,1 to 4,3,Male (Single),none,2,Unknown/ No property,40,none,Rent,1,Unskilled Resident,2,None,No,Good
< 0 DM,24,Existing Credits Paid Back,New Car,1381,Unknown/ No Saving Ac,1 to 4,4,Female (Div/Sep/Married),none,2,Society Saving/ Life Insurance,35,none,Own,1,SkilledEmployee/Official,1,None,Yes,Bad
No Checking Account,36,Critical Account/Other Credit Existing(Not this bank),Used Car,5842,<100,>=7,2,Male (Single),none,2,Society Saving/ Life Insurance,35,none,Own,2,SkilledEmployee/Official,2,Yes,Yes,Good
< 0 DM,12,Existing Credits Paid Back,New Car,2579,<100,<1,4,Male (Single),none,1,Real Estate,33,none,Own,1,Unskilled Resident,2,None,Yes,Bad
< 0 DM,18,Delay in Payment in past,Education,8471,Unknown/ No Saving Ac,1 to 4,1,Female (Div/Sep/Married),none,2,car or other,23,none,Rent,2,SkilledEmployee/Official,1,Yes,Yes,Good
No Checking Account,21,Existing Credits Paid Back,New Car,2782,500 - 1000,4 to 7,1,Female (Div/Sep/Married),none,2,car or other,31,Bank,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,None,Yes,Good
0 - 20 DM,18,Existing Credits Paid Back,New Car,1042,Unknown/ No Saving Ac,1 to 4,4,Female (Div/Sep/Married),none,2,Society Saving/ Life Insurance,33,none,Own,1,SkilledEmployee/Official,1,None,Yes,Bad
No Checking Account,15,Existing Credits Paid Back,New Car,3186,>=1000,4 to 7,2,Female (Div/Sep/Married),none,3,car or other,20,none,Rent,1,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,12,Existing Credits Paid Back,Used Car,2028,Unknown/ No Saving Ac,1 to 4,4,Male (Single),none,2,car or other,30,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,12,Critical Account/Other Credit Existing(Not this bank),New Car,958,<100,4 to 7,2,Male (Single),none,3,Real Estate,47,none,Own,2,Unskilled Resident,2,None,Yes,Good
No Checking Account,21,Delay in Payment in past,Furniture/Equipment,1591,100 - 500,4 to 7,4,Male (Single),none,3,Real Estate,34,none,Own,2,Mgmt/Self-Emp/Qual-Emp/Officer,1,None,Yes,Good
0 - 20 DM,12,Existing Credits Paid Back,Furniture/Equipment,2762,Unknown/ No Saving Ac,>=7,1,Female (Div/Sep/Married),none,2,Society Saving/ Life Insurance,25,Bank,Own,1,SkilledEmployee/Official,1,Yes,Yes,Bad
0 - 20 DM,18,Existing Credits Paid Back,Used Car,2779,<100,1 to 4,1,Male (Married/Widowed),none,3,car or other,21,none,Rent,1,SkilledEmployee/Official,1,Yes,Yes,Good
No Checking Account,28,Critical Account/Other Credit Existing(Not this bank),Radio/TV,2743,<100,>=7,4,Male (Single),none,2,car or other,29,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,18,Critical Account/Other Credit Existing(Not this bank),Radio/TV,1149,>=1000,1 to 4,4,Male (Single),none,3,Real Estate,46,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,9,Existing Credits Paid Back,Furniture/Equipment,1313,<100,>=7,1,Male (Single),none,4,car or other,20,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
< 0 DM,18,Critical Account/Other Credit Existing(Not this bank),Repairs,1190,<100,unemployed,2,Female (Div/Sep/Married),none,4,Unknown/ No property,55,none,For Free,3,UnEmp - NR,2,None,Yes,Bad
No Checking Account,5,Existing Credits Paid Back,Business,3448,<100,4 to 7,1,Male (Single),none,4,Real Estate,74,none,Own,1,Unskilled Resident,1,None,Yes,Good
0 - 20 DM,24,Existing Credits Paid Back,others,11328,<100,1 to 4,2,Male (Single),co-applicant,3,car or other,29,Bank,Own,2,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Bad
< 0 DM,6,Critical Account/Other Credit Existing(Not this bank),Furniture/Equipment,1872,<100,unemployed,4,Male (Single),none,4,Unknown/ No property,36,none,For Free,3,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
No Checking Account,24,Critical Account/Other Credit Existing(Not this bank),Repairs,2058,<100,1 to 4,4,Male (Div/Sep/Married),none,2,Real Estate,33,none,Own,2,SkilledEmployee/Official,1,Yes,Yes,Good
< 0 DM,9,Existing Credits Paid Back,Furniture/Equipment,2136,<100,1 to 4,3,Male (Single),none,2,Real Estate,25,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,12,Existing Credits Paid Back,Radio/TV,1484,Unknown/ No Saving Ac,1 to 4,2,Male (Married/Widowed),none,1,Real Estate,25,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Bad
No Checking Account,6,Existing Credits Paid Back,Repairs,660,500 - 1000,4 to 7,2,Male (Married/Widowed),none,4,Real Estate,23,none,Rent,1,Unskilled Resident,1,None,Yes,Good
No Checking Account,24,Critical Account/Other Credit Existing(Not this bank),New Car,1287,>=1000,>=7,4,Female (Div/Sep/Married),none,4,Real Estate,37,none,Own,2,SkilledEmployee/Official,1,Yes,Yes,Good
< 0 DM,42,Critical Account/Other Credit Existing(Not this bank),Repairs,3394,<100,unemployed,4,Male (Single),co-applicant,4,car or other,65,none,Own,2,UnEmp - NR,1,None,Yes,Good
>= 200 DM,12,All Credits Paid (this bank),Business,609,<100,<1,4,Female (Div/Sep/Married),none,1,Real Estate,26,none,Own,1,UnEmp - NR,1,None,Yes,Bad
No Checking Account,12,Existing Credits Paid Back,New Car,1884,<100,>=7,4,Male (Single),none,4,car or other,39,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
< 0 DM,12,Existing Credits Paid Back,Furniture/Equipment,1620,<100,1 to 4,2,Female (Div/Sep/Married),co-applicant,3,Society Saving/ Life Insurance,30,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,20,Delay in Payment in past,others,2629,<100,1 to 4,2,Male (Single),none,3,car or other,29,Bank,Own,2,SkilledEmployee/Official,1,Yes,Yes,Good
No Checking Account,12,Existing Credits Paid Back,Education,719,<100,>=7,4,Male (Single),none,4,car or other,41,Bank,Own,1,Unskilled Resident,2,None,Yes,Bad
0 - 20 DM,48,Critical Account/Other Credit Existing(Not this bank),Furniture/Equipment,5096,<100,1 to 4,2,Female (Div/Sep/Married),none,3,car or other,30,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Bad
No Checking Account,9,Critical Account/Other Credit Existing(Not this bank),Education,1244,Unknown/ No Saving Ac,>=7,4,Female (Div/Sep/Married),none,4,Society Saving/ Life Insurance,41,none,Rent,2,Unskilled Resident,1,None,Yes,Good
< 0 DM,36,Existing Credits Paid Back,New Car,1842,<100,<1,4,Female (Div/Sep/Married),none,4,car or other,34,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Bad
0 - 20 DM,7,Existing Credits Paid Back,Radio/TV,2576,<100,1 to 4,2,Male (Single),guarantor,2,Real Estate,35,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
>= 200 DM,12,Existing Credits Paid Back,Furniture/Equipment,1424,Unknown/ No Saving Ac,>=7,3,Female (Div/Sep/Married),none,4,Real Estate,55,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
0 - 20 DM,15,Delay in Payment in past,Repairs,1512,>=1000,1 to 4,3,Male (Married/Widowed),none,3,Society Saving/ Life Insurance,61,Stores,Own,2,SkilledEmployee/Official,1,None,Yes,Bad
No Checking Account,36,Critical Account/Other Credit Existing(Not this bank),Used Car,11054,Unknown/ No Saving Ac,1 to 4,4,Male (Single),none,2,car or other,30,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
No Checking Account,6,Existing Credits Paid Back,Radio/TV,518,<100,1 to 4,3,Female (Div/Sep/Married),none,1,Real Estate,29,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,12,No Credits taken/ All Credits Paid,Furniture/Equipment,2759,<100,>=7,2,Male (Single),none,4,Society Saving/ Life Insurance,34,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,24,Existing Credits Paid Back,Used Car,2670,<100,>=7,4,Male (Single),none,4,car or other,35,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
< 0 DM,24,Existing Credits Paid Back,New Car,4817,<100,4 to 7,2,Male (Single),co-applicant,3,Society Saving/ Life Insurance,31,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Bad
No Checking Account,24,Existing Credits Paid Back,Used Car,2679,<100,<1,4,Female (Div/Sep/Married),none,1,Unknown/ No property,29,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Good
< 0 DM,11,Critical Account/Other Credit Existing(Not this bank),New Car,3905,<100,1 to 4,2,Male (Single),none,2,Real Estate,36,none,Rent,2,SkilledEmployee/Official,2,None,Yes,Good
< 0 DM,12,Existing Credits Paid Back,Used Car,3386,<100,>=7,3,Male (Single),none,4,Unknown/ No property,35,none,For Free,1,SkilledEmployee/Official,1,Yes,Yes,Bad
< 0 DM,6,Existing Credits Paid Back,Domestic Appliances,343,<100,<1,4,Female (Div/Sep/Married),none,1,Real Estate,27,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,18,Existing Credits Paid Back,Radio/TV,4594,<100,<1,3,Male (Single),none,2,car or other,32,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
< 0 DM,36,Existing Credits Paid Back,Furniture/Equipment,3620,<100,1 to 4,1,Male (Single),guarantor,2,Society Saving/ Life Insurance,37,none,Own,1,SkilledEmployee/Official,2,None,Yes,Good
< 0 DM,15,Existing Credits Paid Back,New Car,1721,<100,<1,2,Male (Single),none,3,Real Estate,36,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,12,Existing Credits Paid Back,Furniture/Equipment,3017,<100,<1,3,Female (Div/Sep/Married),none,1,Real Estate,34,none,Rent,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,None,Yes,Good
0 - 20 DM,12,Existing Credits Paid Back,Retraining,754,Unknown/ No Saving Ac,>=7,4,Male (Single),none,4,Society Saving/ Life Insurance,38,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,18,Existing Credits Paid Back,Business,1950,<100,4 to 7,4,Male (Single),none,1,car or other,34,Stores,Own,2,SkilledEmployee/Official,1,Yes,Yes,Good
< 0 DM,24,Existing Credits Paid Back,Used Car,2924,<100,1 to 4,3,Male (Single),guarantor,4,Unknown/ No property,63,Bank,Own,1,SkilledEmployee/Official,2,Yes,Yes,Good
< 0 DM,24,Delay in Payment in past,Radio/TV,1659,<100,<1,4,Female (Div/Sep/Married),none,2,car or other,29,none,Rent,1,Unskilled Resident,1,Yes,Yes,Bad
No Checking Account,48,Delay in Payment in past,Radio/TV,7238,Unknown/ No Saving Ac,>=7,3,Male (Single),none,3,car or other,32,Bank,Own,2,SkilledEmployee/Official,2,None,Yes,Good
No Checking Account,33,Delay in Payment in past,Business,2764,<100,1 to 4,2,Female (Div/Sep/Married),none,2,car or other,26,none,Own,2,SkilledEmployee/Official,1,Yes,Yes,Good
No Checking Account,24,Delay in Payment in past,Used Car,4679,<100,4 to 7,3,Male (Single),none,3,car or other,35,none,Own,2,Unskilled Resident,1,Yes,Yes,Good
0 - 20 DM,24,Existing Credits Paid Back,Radio/TV,3092,100 - 500,<1,3,Male (Married/Widowed),none,2,car or other,22,none,Rent,1,SkilledEmployee/Official,1,Yes,Yes,Bad
< 0 DM,6,Existing Credits Paid Back,Education,448,<100,<1,4,Female (Div/Sep/Married),none,4,Society Saving/ Life Insurance,23,none,Own,1,SkilledEmployee/Official,1,None,Yes,Bad
< 0 DM,9,Existing Credits Paid Back,New Car,654,<100,1 to 4,4,Male (Single),none,3,car or other,28,none,Own,1,Unskilled Resident,1,None,Yes,Bad
No Checking Account,6,Existing Credits Paid Back,Retraining,1238,Unknown/ No Saving Ac,unemployed,4,Male (Single),none,4,Society Saving/ Life Insurance,36,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,2,Yes,Yes,Good
0 - 20 DM,18,Critical Account/Other Credit Existing(Not this bank),Radio/TV,1245,<100,1 to 4,4,Male (Married/Widowed),none,2,car or other,33,none,Own,1,SkilledEmployee/Official,1,None,Yes,Bad
< 0 DM,18,No Credits taken/ All Credits Paid,Furniture/Equipment,3114,<100,<1,1,Female (Div/Sep/Married),none,4,Society Saving/ Life Insurance,26,none,Rent,1,SkilledEmployee/Official,1,None,Yes,Bad
No Checking Account,39,Existing Credits Paid Back,Used Car,2569,500 - 1000,1 to 4,4,Male (Single),none,4,car or other,24,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
>= 200 DM,24,Existing Credits Paid Back,Radio/TV,5152,<100,4 to 7,4,Male (Single),none,2,car or other,25,Bank,Own,1,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,12,Existing Credits Paid Back,Business,1037,100 - 500,4 to 7,3,Male (Single),none,4,Real Estate,39,none,Own,1,Unskilled Resident,1,None,Yes,Good
< 0 DM,15,Critical Account/Other Credit Existing(Not this bank),Furniture/Equipment,1478,<100,>=7,4,Male (Single),none,4,car or other,44,none,Own,2,SkilledEmployee/Official,2,Yes,Yes,Good
0 - 20 DM,12,Critical Account/Other Credit Existing(Not this bank),Radio/TV,3573,<100,1 to 4,1,Female (Div/Sep/Married),none,1,Real Estate,23,none,Own,1,Unskilled Resident,1,None,Yes,Good
0 - 20 DM,24,Existing Credits Paid Back,New Car,1201,<100,<1,4,Male (Single),none,1,Society Saving/ Life Insurance,26,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
< 0 DM,30,Existing Credits Paid Back,Furniture/Equipment,3622,>=1000,>=7,4,Female (Div/Sep/Married),none,4,Society Saving/ Life Insurance,57,none,Rent,2,SkilledEmployee/Official,1,Yes,Yes,Good
No Checking Account,15,Delay in Payment in past,Furniture/Equipment,960,>=1000,4 to 7,3,Female (Div/Sep/Married),none,2,Society Saving/ Life Insurance,30,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,12,Critical Account/Other Credit Existing(Not this bank),New Car,1163,500 - 1000,1 to 4,4,Male (Single),none,4,Real Estate,44,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
0 - 20 DM,6,Delay in Payment in past,New Car,1209,<100,unemployed,4,Male (Single),none,4,Society Saving/ Life Insurance,47,none,Own,1,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Bad
No Checking Account,12,Existing Credits Paid Back,Radio/TV,3077,<100,1 to 4,2,Male (Single),none,4,car or other,52,none,Own,1,SkilledEmployee/Official,1,Yes,Yes,Good
No Checking Account,24,Existing Credits Paid Back,New Car,3757,<100,>=7,4,Female (Div/Sep/Married),co-applicant,4,Unknown/ No property,62,none,For Free,1,SkilledEmployee/Official,1,Yes,Yes,Good
No Checking Account,10,Existing Credits Paid Back,New Car,1418,100 - 500,1 to 4,3,Male (Single),none,2,Real Estate,35,none,Rent,1,Unskilled Resident,1,None,No,Good
No Checking Account,6,Existing Credits Paid Back,New Car,3518,<100,1 to 4,2,Male (Single),guarantor,3,Society Saving/ Life Insurance,26,none,Rent,1,SkilledEmployee/Official,1,None,Yes,Good
No Checking Account,12,Critical Account/Other Credit Existing(Not this bank),Radio/TV,1934,<100,>=7,2,Male (Single),none,2,Unknown/ No property,26,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,27,No Credits taken/ All Credits Paid,Business,8318,<100,>=7,2,Female (Div/Sep/Married),none,4,Unknown/ No property,42,none,For Free,2,Mgmt/Self-Emp/Qual-Emp/Officer,1,Yes,Yes,Bad
No Checking Account,6,Critical Account/Other Credit Existing(Not this bank),Radio/TV,1237,100 - 500,1 to 4,1,Female (Div/Sep/Married),none,1,Society Saving/ Life Insurance,27,none,Own,2,SkilledEmployee/Official,1,None,Yes,Good
0 - 20 DM,6,Existing Credits Paid Back,Radio/TV,368,Unknown/ No Saving Ac,>=7,4,Male (Single),none,4,Society Saving/ Life Insurance,38,none,Own,1,SkilledEmployee/Official,1,None,Yes,Good
